Unnamed: 0,iso3,country,hdicode,hdi_rank_2022,gii_rank_2022,year,hdi,life_expectancy,pop_millions,hdi_f,hdi_m,life_expec_f,life_expec_m,expec_yr_school,expec_yr_school_f,expec_yr_school_m,mean_yr_school,mean_yr_school_f,mean_yr_school_m,gross_inc_percap,gross_inc_percap_f,gross_inc_percap_m,gender_development,gender_inequality,secondary_education_f_%,secondary_education_m_%,seats_in_parliament_f_%,seats_in_parliament_m_%,labour_participation_f_%,labour_participation_m_%,co2_emission_tons,mat_footprint_percap_tons
33,AFG,Afghanistan,Low,182.0,162.0,2022,0.462,62.879,41.128771,0.332443297,0.534144723,66.213,59.766,10.70538475,8.053256911,13.22844948,2.514790058,1.174129963,3.912739992,1335.205733,395.9154586,2256.217507,0.622,0.665,7.042049885,24.07703972,27.21518987,72.78481013,23.33,77.09,0.306318324,1.1809
66,ALB,Albania,High,74.0,34.0,2022,0.789,76.833,2.842321,0.780277105,0.798432468,79.472,74.502,14.48746967,14.68103981,14.29220009,10.12114431,9.811468219,10.43385538,15293.32651,13198.53956,17398.00369,0.977,0.116,82.24918524,86.47663419,35.71428571,64.28571429,56.08,69.91,1.717757671,11.7367
99,DZA,Algeria,High,93.0,114.0,2022,0.745,77.129,44.903225,0.681844236,0.773800103,78.457,75.853,15.48787975,16.26417923,14.74388027,6.987443608,6.490567748,7.481537359,10978.40571,3841.656612,17858.79078,0.881,0.46,42.91045642,46.81516971,7.00525394,92.99474606,17.57,65.53,4.079540189,8.7199
132,AND,Andorra,Very High,35.0,,2022,0.884,83.552,0.079824,,,85.838,81.43,12.7837801,12.76506042,12.81062984,11.61343956,11.52258968,11.70438004,54233.44948,,,,,81.71827698,84.59999847,46.42857143,53.57142857,,,4.593592631,
165,AGO,Angola,Medium,150.0,133.0,2022,0.591,61.929,35.588987,0.560890287,0.619679764,64.541,59.351,12.1676,11.5354,12.9099,5.844291601,4.462809114,7.1879602,5327.788251,4696.356687,5973.845631,0.905,0.52,21.33986532,37.41194629,33.63636364,66.36363636,74.73,78.16,0.507358992,3.6568
198,ATG,Antigua and Barbuda,Very High,54.0,,2022,0.826,79.236,0.093763,,,81.645,76.507,15.51232774,16.74628979,14.35053709,10.54622968,10.3442228,10.59597506,18783.96536,,,,,,,31.42857143,68.57142857,,,6.401055579,
231,ARG,Argentina,Very High,48.0,71.0,2022,0.849,76.064,45.510318,0.841405452,0.845472815,79.277,72.851,18.97950935,20.91489983,17.13032913,11.14408016,11.39165974,10.85797977,22047.97131,16933.06291,27264.83091,0.995,0.292,73.59154056,71.6480851,44.3768997,55.6231003,52.08,71.74,4.190779468,14.4512
264,ARM,Armenia,High,76.0,50.0,2022,0.786,73.372,2.780469,0.795110468,0.774941834,78.447,67.866,14.40561008,14.81291008,14.02233982,11.33030033,11.32151985,11.34119034,15388.29976,13442.50133,17770.4153,1.026,0.198,96.00138092,97.05095673,35.51401869,64.48598131,62.8,71.84,2.531087713,7.3553
297,AUS,Australia,Very High,10.0,17.0,2022,0.946,83.579,26.1774135,0.934601518,0.955940587,85.453,81.708,21.0800209,21.98143005,20.19375992,12.72681999,12.81058979,12.63971043,49257.1352,41131.47085,57495.77158,0.978,0.063,94.58006287,94.43006897,44.49339207,55.50660793,62.31,71.13,14.91476303,26.9245
330,AUT,Austria,Very High,22.0,12.0,2022,0.926,82.412,8.939617,0.911591936,0.937756448,84.6,80.15,16.36746025,16.83849907,15.92267036,12.30571367,12.04894857,12.57887231,56529.66329,41899.21124,71616.2043,0.972,0.048,100.0,100.0,40.98360656,59.01639344,56.55,66.69,7.399461247,27.9621
363,AZE,Azerbaijan,High,89.0,77.0,2022,0.76,73.488,10.358074,0.743349756,0.773371293,76.249,70.55,12.71063042,12.67574024,12.74398041,10.55612992,10.21799194,10.91843537,15018.05443,11526.15794,18603.12947,0.961,0.329,93.5774011,97.57326992,18.33333333,81.66666667,61.9,69.6,3.717029937,8.3385
396,BHS,Bahamas,Very High,57.0,79.0,2022,0.82,74.358,0.409984,0.822293357,0.816891253,77.843,70.757,11.89137971,12.16470981,11.61521687,12.73161494,12.82493607,12.65641572,32534.88784,28374.91931,37084.66455,1.007,0.333,86.76156148,90.02490432,20.0,80.0,68.96,73.91,5.14996102,16.6713
429,BHR,Bahrain,Very High,34.0,45.0,2022,0.888,79.246,1.472233,0.847333815,0.90429854,80.497,78.242,16.29968071,17.0064106,15.73036003,11.04658985,10.78437042,11.17325974,48731.44564,22722.17852,64699.53364,0.937,0.181,79.90357208,83.08016205,22.5,77.5,42.43,85.77,26.05303892,20.3063
462,BGD,Bangladesh,Medium,129.0,127.0,2022,0.67,73.698,171.1863725,0.63460476,0.694222638,76.012,71.514,11.94633007,12.40666962,11.50172043,7.379059792,6.755380154,8.020810127,6511.122178,3684.291333,9386.85327,0.914,0.498,43.65986785,50.50793677,20.85714286,79.14285714,39.15,81.39,0.583152966,4.6457
495,BRB,Barbados,Very High,62.0,70.0,2022,0.809,77.706,0.281635,0.815370599,0.791955966,79.581,75.677,16.53069367,18.28634039,14.7716475,9.89206168,10.35100499,9.098828828,14810.23783,12594.97579,17213.53176,1.03,0.289,95.72636154,86.27997705,32.65306122,67.34693878,58.17,65.14,4.361308677,
528,BLR,Belarus,Very High,69.0,29.0,2022,0.801,73.246,9.5349545,0.801134982,0.798781621,78.384,68.09,13.98153019,13.91798019,14.04238033,12.24122445,12.26702163,12.20894866,18425.01061,14502.49303,23021.57386,1.003,0.096,98.37734548,99.45970879,34.70588235,65.29411765,65.79,75.26,6.362198529,
561,BEL,Belgium,Very High,12.0,11.0,2022,0.942,82.293,11.65593,0.928892167,0.9522897,84.367,80.16,18.94573975,19.9310894,17.99295044,12.52857789,12.50440062,12.55379975,53644.03854,43720.35057,63804.35597,0.975,0.044,88.69869175,90.74669673,44.28571429,55.71428571,50.8,59.54,8.23913942,26.5463
594,BLZ,Belize,High,118.0,113.0,2022,0.7,70.962,0.4052725,0.691356814,0.704094307,74.685,67.721,12.42656994,12.80862045,12.05408001,8.847599983,9.042070389,8.652890205,9242.082259,6318.806742,12133.48464,0.982,0.454,54.48728943,49.83901978,19.56521739,80.43478261,48.56,75.61,1.755038984,9.775
627,BEN,Benin,Low,173.0,160.0,2022,0.504,59.954,13.352864,0.461636484,0.544450366,61.676,58.265,10.30257988,9.462470055,11.12106991,3.137261725,2.059994265,4.401454468,3406.072937,2603.750395,4205.30987,0.848,0.649,9.189770574,21.49103186,7.407407407,92.59259259,51.59,67.8,0.639583531,4.4761
660,BTN,Bhutan,Medium,125.0,80.0,2022,0.681,72.229,0.782455,0.669679955,0.690410405,74.152,70.57,13.06449041,13.59799871,12.55190209,5.835794662,5.211722545,6.330068068,10624.87388,9342.861603,11766.25908,0.97,0.334,26.6817707,34.25285327,15.71428571,84.28571429,53.48,73.45,1.366198234,24.7398
693,BOL,Bolivia (Plurinational State of),Medium,120.0,105.0,2022,0.698,64.928,12.22411,0.686215519,0.71118959,67.907,62.265,15.02243817,15.13321182,14.90989854,9.827750206,9.216730118,10.49209023,7987.842247,6726.868071,9242.926257,0.965,0.418,58.40999985,69.51999664,48.19277108,51.80722892,71.84,85.03,1.798596826,11.3196
726,BIH,Bosnia and Herzegovina,High,80.0,40.0,2022,0.779,75.293,3.2335265,0.758684982,0.79727976,77.498,73.126,13.27705956,13.77554035,12.80607986,10.53631973,9.778189659,11.35262966,16571.41275,12419.85276,20853.11145,0.952,0.148,82.73858643,94.02471924,17.54385965,82.45614035,41.11,61.8,6.095489894,13.8976
759,BWA,Botswana,High,114.0,120.0,2022,0.708,65.913,2.630296,0.706553532,0.70818007,68.399,63.328,11.42568016,11.77283955,11.08065033,10.42,10.36,10.47,14841.57836,13675.9711,16036.5159,0.998,0.483,92.1,92.5,11.11111111,88.88888889,60.06,69.71,2.370748521,7.9684
792,BRA,Brazil,High,89.0,94.0,2022,0.76,73.425,215.313498,0.758197177,0.758060299,76.596,70.296,15.5788002,16.22303963,14.95001984,8.278307638,8.486056479,8.039534208,14615.89235,11291.52637,18061.22633,1.0,0.391,67.40000153,64.97000122,17.50841751,82.49158249,53.75,73.64,2.319857519,17.0975
825,BRN,Brunei Darussalam,Very High,55.0,68.0,2022,0.823,74.551,0.4490015,0.81438208,0.828827421,76.791,72.509,13.69861984,14.17733955,13.25224972,9.22,9.23,9.23,59245.63485,44702.92641,72823.32823,0.983,0.279,70.9,71.5,9.090909091,90.90909091,54.89,71.65,25.37625765,37.8287
858,BGR,Bulgaria,High,70.0,53.0,2022,0.799,71.528,6.781953,0.796689706,0.800341486,75.08,68.278,13.86802959,14.12744999,13.62205982,11.41318035,11.50780964,11.30865955,25920.80375,20700.00207,31466.04791,0.995,0.206,94.88394165,96.54078674,24.16666667,75.83333333,50.57,63.11,6.14038782,16.5341
891,BFA,Burkina Faso,Low,185.0,146.0,2022,0.438,59.766,22.673762,0.408973007,0.464030731,61.505,57.953,8.091560364,8.18846035,8.001529694,2.318685239,1.634014826,3.090802176,2036.997179,1453.770925,2624.118024,0.881,0.577,11.1812398,20.34372055,16.90140845,83.09859155,27.54,40.97,0.266000829,2.4607
924,BDI,Burundi,Low,187.0,128.0,2022,0.42,61.977,12.8895765,0.404064715,0.436317438,63.868,60.077,9.966378953,10.19314993,9.747024594,3.305215598,2.636837474,4.066341066,712.0260007,635.6426737,789.4561469,0.926,0.499,8.178422559,13.76234396,38.88888889,61.11111111,77.99,79.12,0.063739656,1.6002
957,CPV,Cabo Verde,Medium,131.0,75.0,2022,0.661,74.722,0.5931495,0.651791582,0.664166564,79.011,70.29,11.53066323,11.77959971,11.28772218,6.09003905,5.807281856,6.329140157,7601.085433,5731.943011,9491.323885,0.981,0.325,28.82934555,31.68248541,38.88888889,61.11111111,46.71,62.76,0.950563422,
990,KHM,Cambodia,Medium,148.0,122.0,2022,0.6,69.896,16.7678425,0.576517877,0.622698032,72.622,67.117,11.56094805,11.32613074,11.79576536,5.197100163,4.373630047,6.200459957,4291.113168,3562.784253,5034.254198,0.926,0.486,16.44873047,29.0128994,19.2513369,80.7486631,73.73,85.82,1.213483157,10.8996
1023,CMR,Cameroon,Medium,151.0,142.0,2022,0.587,60.958,27.9145365,0.555867233,0.617803051,62.556,59.392,13.38097793,12.67795079,14.08810474,6.537401781,5.633947949,7.557694411,3681.469988,3048.080792,4318.020666,0.9,0.555,24.53424513,39.3197935,31.07142857,68.92857143,66.82,76.83,0.378614686,4.0
1056,CAN,Canada,Very High,18.0,18.0,2022,0.935,82.847,38.454327,0.92881357,0.93963864,84.797,80.868,15.96065044,16.53586006,15.41615009,13.86876597,13.96031896,13.77025173,48444.39319,39765.34331,57229.57642,0.988,0.069,97.76331517,97.59402898,35.03480278,64.96519722,61.48,69.5,14.0787192,37.1593
1089,CAF,Central African Republic,Low,191.0,,2022,0.387,54.477,5.5791435,,,56.829,52.258,7.285887393,6.094853701,8.441895364,3.9531639,2.656642005,5.414050624,869.11237,,,,,14.2,31.8,12.85714286,87.14285714,,,0.045672158,3.1208
1122,TCD,Chad,Low,189.0,163.0,2022,0.394,52.997,17.7233145,0.342368178,0.44124294,54.769,51.3,8.185526568,6.846322732,9.503698126,2.282753488,1.2932629,3.46862315,1388.897502,991.4082556,1783.317579,0.776,0.671,3.666509381,14.95313718,25.88832487,74.11167513,51.14,74.98,0.143576096,8.3445
1155,CHL,Chile,Very High,44.0,49.0,2022,0.86,79.519,19.603733,0.846799773,0.86998757,81.877,77.156,16.76792908,17.08077049,16.46307945,11.11136804,11.02533818,11.21349116,24430.99593,18611.52012,30337.00368,0.973,0.19,82.16999817,84.41999817,32.68292683,67.31707317,50.13,70.64,4.567606811,15.7636
1188,CHN,China,High,75.0,47.0,2022,0.788,78.587,1425.887337,0.771342655,0.802193998,81.343,75.963,15.21793605,15.65643534,14.83649776,8.106910446,7.543190438,8.670630455,18024.88747,13291.58537,22566.93868,0.962,0.186,79.70198229,86.36580148,24.94117647,75.05882353,53.76,74.54,7.9502786,24.2832
1221,COL,Colombia,High,91.0,95.0,2022,0.758,73.659,51.874024,0.756184811,0.758077817,77.143,70.319,14.43749046,14.67448044,14.20670033,8.862859726,9.016329765,8.697070122,15013.92724,12251.92566,17853.98777,0.998,0.392,59.72999954,57.13999939,29.15254237,70.84745763,51.11,76.21,1.858932279,8.8213
1254,COM,Comoros,Medium,152.0,,2022,0.586,63.68,0.8367735,0.558359817,0.61100987,66.061,61.522,13.03771042,13.37298971,12.74388235,6.209056832,5.222353096,7.306295772,3260.555466,2338.273418,4174.191881,0.914,,,,16.66666667,83.33333333,41.13,59.35,0.50525483,
1287,COG,Congo,Medium,149.0,144.0,2022,0.593,63.053,5.970424,0.563692718,0.619818312,64.617,61.513,12.41647044,12.99831126,11.90996567,8.250552585,7.242174036,9.384527352,2902.808037,2085.221106,3722.266332,0.909,0.572,32.08125585,50.04781946,15.90909091,84.09090909,44.1,63.85,1.243341537,3.7043
1320,COD,Congo (Democratic Republic of the),Low,180.0,152.0,2022,0.481,59.743,99.010212,0.454266064,0.509688536,62.05,57.516,9.579486913,9.550751016,9.739098794,7.206164799,5.849373167,8.817830039,1080.138308,916.9209322,1245.928128,0.891,0.605,38.78568082,65.70857476,14.77832512,85.22167488,60.01,66.37,0.041094283,2.0512
1353,CRI,Costa Rica,Very High,64.0,58.0,2022,0.806,77.32,5.180829,0.803380043,0.807468458,80.036,74.762,16.09200378,16.66074974,15.55136609,8.804059982,8.892390251,8.702249527,20248.38031,16531.18692,23964.72716,0.995,0.232,50.18999863,48.08000183,47.36842105,52.63157895,50.08,72.85,1.485363576,12.2356
1386,CIV,CÃ´te d'Ivoire,Low,166.0,156.0,2022,0.534,58.916,28.1605425,0.492226546,0.571796123,60.282,57.686,10.10165024,9.532830238,10.6576004,4.23697763,3.055541139,5.419369475,5376.396062,4063.05563,6664.736678,0.861,0.612,13.54285555,29.33250436,15.58073654,84.41926346,54.53,71.21,0.4268649,
1419,HRV,Croatia,Very High,39.0,25.0,2022,0.878,79.236,4.0303575,0.87481658,0.88084805,82.0,76.415,15.57269955,16.48468971,14.72340965,12.32871821,12.11152878,12.57882072,34323.80663,27572.96852,41433.25206,0.993,0.087,95.49993813,97.4147363,31.78807947,68.21192053,46.85,58.24,4.288182536,14.7661
1452,CUB,Cuba,High,85.0,73.0,2022,0.764,78.155,11.212191,0.750389588,0.771034949,80.565,75.793,14.46930027,15.2621603,13.71632957,10.54807197,10.64826957,10.43816796,7953.448426,5571.103594,10372.96853,0.973,0.3,78.57671636,81.80157682,53.41296928,46.58703072,55.52,83.96,1.860332974,5.5922
1485,CYP,Cyprus,Very High,29.0,62.0,2022,0.907,81.889,1.2514885,0.89523945,0.916327617,83.673,80.068,16.24308968,16.64411926,15.84014034,12.44017029,12.41040993,12.47198009,40136.89453,31776.53303,48469.74499,0.977,0.253,81.13751221,84.81717682,14.28571429,85.71428571,59.63,71.07,5.64978926,21.7943
1518,CZE,Czechia,Very High,32.0,32.0,2022,0.895,78.129,10.493986,0.888202714,0.898692097,81.22,75.106,16.3472805,16.93660927,15.79063034,12.91605342,12.77560331,13.06446025,39944.66682,30760.8669,49403.90584,0.988,0.113,99.84135245,99.77364732,23.48754448,76.51245552,52.16,67.89,9.196792884,18.5818
1551,DNK,Denmark,Very High,5.0,1.0,2022,0.952,81.882,5.8822615,0.941874137,0.959920139,83.802,79.958,18.77403069,19.37519073,18.19271088,12.96049023,13.15695,12.76414967,62018.95694,51753.40967,72387.09453,0.981,0.009,95.06726074,95.23809814,43.57541899,56.42458101,59.42,67.42,5.057582197,24.2328
1584,DJI,Djibouti,Low,171.0,,2022,0.515,62.859,1.1208485,0.466363074,0.552363049,65.503,60.336,8.028374362,8.217637318,7.969712994,3.889984156,2.853793993,5.128992214,4874.51828,2306.84942,7480.589233,0.844,,,,26.15384615,73.84615385,18.22,48.06,0.411412528,11.5114
1617,DMA,Dominica,High,97.0,,2022,0.74,72.981,0.0727375,,,76.451,69.875,13.55048385,14.39806186,12.73423764,9.1863441,8.9922852,9.7163593,12467.85548,,,,,,,34.375,65.625,,,2.096613821,
1650,DOM,Dominican Republic,High,82.0,107.0,2022,0.766,74.17,11.228821,0.775189681,0.753078886,77.536,71.044,13.55698967,14.77552032,12.3408699,9.150526383,9.559819495,8.726742414,18653.26836,14773.33355,22505.86309,1.029,0.433,67.51000214,64.23000336,25.67567568,74.32432432,50.86,76.93,2.139348057,8.4568
1683,ECU,Ecuador,High,83.0,89.0,2022,0.765,77.894,18.001,0.760348324,0.768269604,80.481,75.313,14.86483955,15.3018198,14.44118023,8.969750404,8.920129776,9.026610374,10693.23484,9147.245608,12244.69524,0.99,0.371,54.06529999,54.19174957,38.68613139,61.31386861,53.57,76.93,2.23241865,7.7356
1716,EGY,Egypt,High,105.0,93.0,2022,0.728,70.159,110.990103,0.664446666,0.752029092,72.557,67.869,12.91180992,12.79423046,13.0234499,9.84810224,10.22875714,9.570965578,12360.8163,3738.527047,20789.67605,0.884,0.389,85.93412225,78.72511144,22.78338945,77.21661055,15.34,69.1,2.259567808,8.4482
1749,SLV,El Salvador,Medium,127.0,87.0,2022,0.674,71.475,6.336392,0.661702566,0.680679223,75.813,66.837,11.9099355,12.23986755,11.60951185,7.150929928,6.769279957,7.624269962,8886.173528,6244.001459,11794.02332,0.972,0.369,42.65000153,51.43000031,27.38095238,72.61904762,46.38,77.71,1.185857137,8.2267
1782,GNQ,Equatorial Guinea,Medium,133.0,,2022,0.65,61.19,1.674908,,,63.261,59.432,12.13132742,11.95497827,12.299904,8.281327014,8.1781822,8.384471829,10662.65921,,,,,,,27.01149425,72.98850575,,,3.444060629,5.0042
1815,ERI,Eritrea,Low,175.0,,2022,0.493,66.604,3.6840315,,,68.678,64.457,7.318835512,6.863511833,7.777853741,5.09136442,3.975357679,5.712372783,1957.046464,,,,,,,22.0,78.0,,,0.193472275,3.0986
1848,EST,Estonia,Very High,31.0,27.0,2022,0.899,79.155,1.326062,0.907665242,0.888320068,82.987,74.983,15.94297981,16.80971909,15.13871002,13.54843044,13.78102016,13.2729702,37151.63384,31199.43533,43736.51894,1.022,0.093,97.55341339,98.1432724,25.74257426,74.25742574,60.63,71.38,7.842170661,27.2939
1881,SWZ,Eswatini (Kingdom of),Medium,142.0,124.0,2022,0.61,56.36,1.2016705,0.606335376,0.614108904,60.599,52.647,14.92692756,14.39192655,15.45966716,5.73,5.81,5.65,8391.855111,6958.217818,9847.944426,0.987,0.491,35.3,37.3,21.15384615,78.84615385,44.87,51.48,0.948945332,
1914,ETH,Ethiopia,Low,176.0,125.0,2022,0.492,65.645,123.3799245,0.472012672,0.512007837,68.903,62.613,9.938743514,10.23005914,9.755085884,2.390854081,1.671867083,3.197108271,2368.758391,1762.089313,2969.746197,0.922,0.494,7.456801249,13.14200887,38.92508143,61.07491857,57.6,79.2,0.157292351,3.6734
1947,FJI,Fiji,High,104.0,78.0,2022,0.729,68.312,0.929766,0.700314627,0.744878562,70.239,66.465,13.84869,14.3983,13.34579,10.37096977,10.43344021,10.30622005,11233.65882,6282.37104,16158.24317,0.94,0.332,66.0850296,61.26940155,19.60784314,80.39215686,37.26,77.71,1.174224808,
1980,FIN,Finland,Very High,12.0,6.0,2022,0.942,82.351,5.5407455,0.936606231,0.946922104,84.886,79.792,19.22859001,20.25945091,18.25875092,12.92915501,13.11326253,12.73550842,49522.09853,42302.02889,56913.94186,0.989,0.032,99.2017433,98.8740322,45.5,54.5,58.17,64.18,6.854598056,33.8664
2013,FRA,France,Very High,28.0,24.0,2022,0.91,83.229,64.626628,0.903026661,0.915940604,85.967,80.356,15.98756027,16.40241051,15.58458042,11.68859246,11.53085299,11.86492408,47378.74304,38135.29845,57262.85695,0.986,0.084,84.29435712,88.33190192,36.43243243,63.56756757,52.52,60.18,4.753896411,18.0518
2046,GAB,Gabon,Medium,123.0,136.0,2022,0.693,65.694,2.3889925,0.682986627,0.695840439,68.359,63.361,12.43426472,12.5830284,12.28550104,9.55,10.42,8.7,11194.21884,7295.504913,14958.16542,0.982,0.524,70.4,55.3,18.0952381,81.9047619,34.71,56.19,2.51172593,5.9062
2079,GMB,Gambia,Low,174.0,149.0,2022,0.495,62.906,2.705992,0.480911138,0.511417074,64.344,61.481,8.977899686,9.860675743,8.135247991,4.512420177,3.672250032,5.590479851,2089.626826,1792.142484,2390.054779,0.94,0.585,26.04137039,40.72243118,8.620689655,91.37931034,59.0,64.46,0.2867667,2.9118
2112,GEO,Georgia,Very High,60.0,69.0,2022,0.814,71.587,3.7443855,0.814951713,0.811037536,76.461,66.76,16.72682953,17.00892067,16.46575928,12.70217037,12.7620697,12.6304903,15952.02452,12236.81376,20140.8918,1.005,0.283,98.21996307,98.68755341,19.04761905,80.95238095,55.48,73.5,2.942032688,10.9324
2145,DEU,Germany,Very High,7.0,19.0,2022,0.95,80.989,83.369843,0.931832488,0.964414308,83.487,78.512,17.34334946,17.36997986,17.31982994,14.25594044,13.99030018,14.53505039,55340.19722,41022.15306,70040.15019,0.966,0.071,95.4335022,95.93977356,34.82032218,65.17967782,56.13,66.59,8.138240833,19.8636
2178,GHA,Ghana,Medium,145.0,130.0,2022,0.602,63.945,33.4758705,0.582637204,0.624513381,66.13,61.805,11.58627987,11.4822998,11.68865013,6.432318439,5.553439108,7.614237597,5380.271535,4793.640168,5969.912165,0.933,0.512,59.1002853,73.97693434,14.54545455,85.45454545,72.07,73.07,0.638570347,6.0884
2211,GRC,Greece,Very High,33.0,37.0,2022,0.893,80.614,10.384971,0.878485673,0.906792282,83.317,78.022,20.02638054,20.19031906,19.89185905,11.40853024,11.09685993,11.74693966,31381.667,24820.92808,38226.62689,0.969,0.12,69.86016083,77.78988647,21.0,79.0,44.67,60.36,5.510223913,16.2231
2244,GRD,Grenada,High,73.0,,2022,0.793,75.335,0.1254375,0.781133019,0.800655201,78.298,72.588,16.58226156,17.12523042,16.06465362,9.85796464,9.79266232,9.92326696,13593.24958,9774.724657,17411.50054,0.976,,,,31.03448276,68.96551724,37.65,54.31,2.647058824,
